,tweet_author,tweet_text
560,pharma top news,astrazeneca cancer drug found ineffective for covid      biopharma dive  pharmatopnews  https   t co vmgnbyau a
561,fintechzoom,new article   costco   astrazeneca s  azn  calquence fails in coronavirus study  has been published on fintech zoom   https   t co  vh i s uf  fintechzoom  fintech  blockchain  crypto  cryptocurrency  ico https   t co xbjefywqzs
562,ester hern ndez,no solo hay avances con la vacuna de la covid       aprobado el tratamiento contra la leucemia linfoc tica cr nica  la leucemia m s com n en pacientes adultos https   t co  vwjmdoo c
563,ecancer en espa ol, acalabrutinib demostr  una  supervivencia sin progresi n superior para los pacientes con leucemia linfoc tica cr nica r r  astrazeneca   ecancer  oncoreporte https   t co qlfq n xht
564,journal of the  nccn,comparing front line treatments in  cll with a focus on  acalabrutinib  https   t co wwayd f  a  leusm  jnccn    https   t co zwcohj kfg
565,european pharmaceutical review,astrazenaca reveals  calquence  acalabrutinib  did not increase the proportion of hospitalised  covid   patients who remained alive and free of respiratory failure   clinicaltrials  pharma  therapeutics  drugrepurposing read the news  https   t co   dmejighv https   t co oyykqz cza
566,carlo centemeri,astrazeneca s calquence fails to help patients hospitalised with covid    respiratory symptoms https   t co oatqnmeiom via  fwpharma
567,paperbirds hematology,new clinical trial  modified vr cap and acalabrutinib as first line therapy for the treatment of transplant eligible patients with mantle cell lymphoma https   t co wmkvrluz t  mcl  lymsm  hematology
568,salvador s,la ue aprueba calquence  astrazeneca  para leucemia linfoc tica cr nica https   t co eeoovga uh
569,sortiraparis,covid      le calquence  un traitement efficace contre les chocs cytokiniques   https   t co deatqirrjm
570,laurent pradal,covid      le calquence  un traitement efficace contre les chocs cytokiniques   https   t co jgri pbzdh
571,cafepharma,astrazeneca cancer drug found ineffective for covid    https   t co tr hczw p 
572,pharmaceutical,astrazeneca s calquence fails pair of phase ii covid    trials https   t co o  qdwbtvh https   t co wdkhm q tc
573,serena tinari,one more  covid    promising drug  down   this time is  astrazeneca calquence  acalabrutinib   cc  recheckhealth   https   t co ry vdlyvkw
574,pharma prime time, astrazeneca cancer drug found ineffective for  covid    pharmanews  elonmusk   healthcare https   t co  uvuaahx l
575,miguel angel grullon c ,astrazeneca s calquence fails to help patients hospitalised with covid    respiratory symptoms   acalabrutinib est  aprobado para el tratamiento de adultos con leucemia linfoc tica cr nica y adultos con linfoma de c lulas del manto  https   t co  kmebv xnk
576,sosyal medya,astrazeneca n n umut olan ilac  koronavir s tedavisinde etkisiz kald   reuters  n haberine g re koronavir s hastalar n n ba    kl k sisteminde olu an sorunlar  bask lamas  ama lanan kan kanseri ilac  calquence in sonu lar  ba ar s z oldu   https   t co r r odanse
577, investigando,la adici n del inhibidor btk acalabrutinib al tratamiento en pacientes hospitalizados con s ntomas respiratorios de la covid no aumentar a la proporci n de pacientes vivos sin insuficiencia respiratoria https   t co rtqfo g s 
578,onclive soss,  seemaalibhat   of  osuccc james  discusses the rationale to evaluate  acalabrutinib in chronic lymphocytic leukemia  cll https   t co rtgycoo dq https   t co wet geb dn
579,biocalifornia,astrazeneca s calquence fails pair of phase ii covid    trials https   t co ihfebobtnz https   t co x xohusvtb
580,helen ong, azn  s  calquence fails  covid    study  joining the list of  repurposed meds that have fallen short    agnpf  s repurposed  ifenprodil for  ard in  covid patients remains highly promising  company expected to report ph b   interim results shortly  np https   t co zoc fhnixa
581,lyke lyfe,update on calavi phase ii trials for calquence in patients hospitalised with respiratory symptoms of covid      https   t co aslygswgl  mednews https   t co  rkjlnkcs 
582,takehiko yoshino,astrazeneca s  azn  calquence fails in coronavirus study https   t co qb uah  wo via  yahoo
583,brainstormer     ,https   t co suaksavil 
584,brainstormer     ,https   t co k meaqvyqs  een nieuw goed door eu gekeurd medicijn calquence  astrazenica  voor bloedkankersoorten is een trial geweest ook onder ziekenhuis opname pati nten covid  zowel opname c   zonder beademing en ic ventilatie pati nten    hoe dan   https   t co y qnmom pd
585,onclive com,the european union has approved the next generation btk inhibitor acalabrutinib for use in adult patients with chronic lymphocytic leukemia   myunisr  ema news https   t co bdkvq albn
586,pharmaceutical market europe,az s btk inhibitor calquence fails in covid    study https   t co hb ldmmpal
587,pharmabox in,astrazenca s calquence  acalabrutinib  fails to meet its primary endpoint in p ii studies for covid    https   t co gluexnp bx
588,christina h,https   t co  rltuixf f
589,fiercepharma,astrazeneca s calquence fails covid    study  joining the list of repurposed meds that have fallen short  https   t co  swjzesdoe
590,nikita,astrazeneca s  azn  calquence fails in coronavirus study https   t co yr  fkrg u via  yahoo
591,biotech   tech stock focus, azn astrazeneca s calquence fails pair of phase ii covid    trials   biospace https   t co rgjt vmcwu  jobs
592,maisa, azn saying its mid stage trial of calquence  acalabrutinib  as an addition to the best supportive care for patients hospitalized with respiratory symptoms of covid    didn t meet the primary endpoint 
593,r mandy alcuria,astrazeneca s calquence fails covid    study  joining the list of repurposed meds that have fallen short   fiercepharma https   t co axvdewyjlq
594,ronald m  chavin,             in a clinical trial just released today by astrazeneca  bad news for their anti leukemia  amp  anti lymphoma drug  calquence  acalabrutinib   for treating covid     there was no benefit from the drug https   t co  jwlijshtd https   t co ktfr wsqkf https   t co hpp ma xfg
595,continental clinical,astrazeneca s calquence fails covid    study  joining the list of repurposed meds that have fallen short https   t co hslehpjkus
596,endpoints news,in today s  covid   roundup  though the presidential election has come and gone  tensions between the white house and government health officials remain   https   t co vgnlrngxd 
597,webwire,update on calavi phase ii trials for calquence in patients hospitalised with respiratory symptoms of covid    https   t co kmncb pkpq
598,infectotuits,otro anticuerpo monoclonal que no funciona en evitar empeoramiento en pacientes con  covid    ac  el posicionamiento de  astrazeneca sobre  acalabrutinib https   t co ma hsabnyr
599,zdravmedinfo,acalabrutinib                                                                 covid    https   t co pdp iecxs 
600,koronavir s haber   , ngiltere  sve  ortakl    olan  nl  ila   irketi astrazeneca taraf ndan kan kanseri tedavisi i in kullan lan calquence ilac n n korona vir s tedavisinde ba ar s z oldu u a  kland  
601,maybeawriter,astrazeneca says its blood cancer medicine calquence failed to help patients hospitalized with respiratory symptoms of covid    https   t co wnl oitzvl via  business
602,siber gazete,astrazeneca n n umut olan ilac  koronavir s tedavisinde etkisiz kald   reuters  n haberine g re koronavir s hastalar n n ba    kl k sisteminde olu an sorunlar  bask lamas  ama lanan kan kanseri ilac  calquence in sonu lar  ba ar s z oldu    covid  haber  sondakika https   t co oedrtjvlmh
603,kevin paul oge,astrazeneca s calquence fails pair of phase ii covid    trials   biospace https   t co q  xyvy wd  jobs
604,dr timos papagatsias,astrazeneca s calquence fails covid    study  joining the list of repurposed meds that have fallen short https   t co mhciedu  j   gt  gt  gt  https   t co hta isohwv  strategy  competitiveintelligence  marketing  biotech  healthcare  productmarketing  pharma  pharmaceutical https   t co xjcjaceodl
